Region,County,Town,102_1,102_2,102_3,102_4,102_5,102_6,102_7,102_8,102_9,102_10,102_11,102_12,103_1,103_2,103_3,103_4,103_5,103_6,103_7,103_8,103_9,103_10,103_11,103_12,104_1,104_2,104_3,104_4,104_5,104_6,104_7,104_8,104_9,104_10,104_11,104_12,Factory_cnt_102,Factory_cnt_103,Factory_cnt_104,Factory_employee_102,Factory_employee_103,Factory_employee_104,Factory_to_102,Factory_to_103,Factory_to_104,To_employee_102,To_employee_103,To_employee_104,To_factory_102,To_factory_103,To_factory_104,
A640110045,高雄市,小港區,588004.27,532242.03,631938.36,635525.93,800883.64,829740.32,852269.11,836867.41,752029.80,741773.60,447744.21,252265.27,500806.2502,455586.3886,576825.7318,594243.834,727603.2098,794329.3528,749010.6129,716587.6078,617705.7518,638121.4016,506249.7425,540423.3054,497254.33,471105.66,548188.88,587108.28,708346.31,769552.55,736371.25,752697.69,638747.52,663295.38,523494.83,521037.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110046,高雄市,小港區,530014.53,486879.81,571855.59,587917.88,708026.97,738626.38,768516.81,745597.95,670957.86,640952.63,456193.03,199662.00,372985.7053,335215.6443,422801.3405,437919.1301,536630.6909,586517.1637,578306.8708,537462.2907,484500.4295,495464.9101,414989.7773,436925.3419,370340.34,346634.56,401811.12,432660.69,522428.11,568222.46,568548.09,564545.94,501004.64,515011.07,429126.15,421251.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110006,高雄市,小港區,22138.01,19695.92,25556.03,26574.17,30317.52,29528.27,26616.05,26220.50,26124.58,25764.23,21476.21,12775.45,13037.52741,10963.17612,13956.65639,13839.39047,16722.34716,19236.61033,18745.61751,16703.76838,14471.04279,12585.98128,11192.95871,10882.64591,12945.06,11336.63,13263.77,13673.21,16279.77,18636.58,18429.29,17545.50,14963.99,13082.50,11574.24,10492.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110009,高雄市,小港區,525195.65,477260.81,533437.60,584774.56,670547.84,748038.76,797350.17,755459.27,700297.90,644348.88,531500.31,219210.27,463545.9048,389956.3942,513203.4145,525104.7971,636819.9818,688279.1851,759822.6329,651582.6114,636971.0318,578412.6694,527583.8202,507800.4888,460258.25,403240.02,487725.13,518799.45,619965.77,666810.31,747000.82,684416.98,658669.06,601231.13,545555.64,489584.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110013,高雄市,小港區,306834.56,276657.77,322827.38,325918.88,398027.05,439331.68,448412.93,442216.28,393480.39,370853.19,263892.34,178256.17,302443.8942,260791.2942,334831.8433,336229.6746,412496.643,471311.7134,456989.6537,408478.0866,380078.1312,365149.405,325098.9242,317205.7922,300298.84,269674.99,318208.92,332192.30,401579.42,456610.51,449278.07,429062.00,393025.26,379554.60,336173.22,305826.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110014,高雄市,小港區,60574.58,55452.61,67889.65,67300.45,90492.61,94685.81,97249.54,97470.50,82105.05,79938.41,32930.84,14706.19,37045.18944,31555.22073,41751.62386,40346.15811,53921.26146,57455.75584,57553.08359,52832.95644,47276.27272,46738.65359,38433.4868,39981.44786,36782.45,32630.13,39678.84,39861.69,52494.17,55663.59,56581.89,55495.30,48886.71,48582.50,39742.70,38547.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110018,高雄市,小港區,510447.89,466917.86,535046.86,525183.52,700253.99,730182.70,752915.82,746538.74,649192.97,646123.85,288107.58,105310.69,346258.1527,314489.2754,393800.2651,400016.9892,534619.8927,588004.5277,538705.1112,518380.162,440594.0727,457454.3808,365757.5819,398218.3829,343802.35,325202.16,374249.82,395213.67,520470.53,569663.43,529614.60,544502.23,455602.64,475501.02,378216.89,383933.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110021,高雄市,小港區,223541.04,201646.83,234383.27,231022.44,310176.43,323300.05,334751.22,333335.59,281642.49,280867.97,104669.99,51295.01,213395.8596,188935.2562,240055.4538,236024.9981,322845.8564,346819.1795,328649.8422,307150.1744,270427.8702,274557.7485,221616.1708,235372.3454,211882.37,195371.22,228137.76,233190.86,314301.35,336001.16,323103.96,322628.00,279639.83,285389.09,229165.39,226928.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110023,高雄市,小港區,404169.43,367280.12,425690.28,420181.21,580850.78,612783.23,629801.12,622481.97,529551.16,521319.31,250939.95,123812.27,381125.6571,364667.8529,427647.5957,450152.7285,584125.8374,677976.1002,607646.9878,605770.7023,488653.3141,517490.8631,405157.7107,459109.0326,378422.56,377090.04,406416.78,444747.39,568666.24,656828.60,597393.10,636296.53,505298.99,537905.95,418959.16,442639.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110024,高雄市,小港區,310890.64,285793.54,329957.72,345988.60,454878.84,452012.59,514826.27,501504.61,403738.95,386979.28,35626.97,29695.31,305851.3211,277652.4493,344473.7199,344850.9673,484586.3237,487399.97,499763.2472,486984.665,397599.2258,429053.5091,314089.6968,327367.8696,303682.10,287110.51,327372.12,340710.07,471761.16,472196.94,491329.87,511524.66,411143.20,445979.73,324788.97,315624.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110028,高雄市,小港區,757072.68,696789.37,821049.26,862720.97,1038500.92,1088956.09,1137424.90,1076983.96,967350.17,922413.98,652816.19,340742.26,471720.311,415161.7105,527640.9968,557003.5202,692810.7862,761691.6957,780538.6505,732242.2628,639596.7774,649747.4715,497571.927,543816.6527,468374.68,429303.94,501445.95,550315.14,674474.71,737932.93,767367.26,769141.21,661384.25,675380.10,514521.41,524308.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110033,高雄市,小港區,378137.37,340654.57,400989.53,395470.64,540336.07,566273.13,578963.64,575150.03,495311.55,489431.81,277551.80,217732.23,350093.6757,310449.7107,402058.1739,407016.6395,541589.7894,618053.3434,555137.3918,534678.4054,459633.6318,479210.9606,380271.1656,413900.0717,347610.67,321024.99,382097.76,402129.27,527255.96,598774.96,545769.59,561621.77,475290.77,498115.90,393224.87,399052.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110034,高雄市,小港區,267696.30,242415.23,278892.00,282277.15,378101.64,366407.29,415712.17,411244.36,331264.02,325894.32,4951.00,7981.59,257048.5018,223128.5041,291354.7999,278135.2086,412993.6777,406459.579,428517.7679,400296.6531,340505.9435,348478.0522,270085.8702,269784.8939,255225.41,230729.24,276890.32,274795.42,402063.30,393781.25,421286.64,420468.29,352105.07,362225.56,279286.18,260107.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110042,高雄市,小港區,395977.36,367192.09,411504.14,469079.90,525358.09,572848.31,621876.63,581474.01,537360.94,487645.14,411003.35,151893.27,368934.8248,315449.8152,390074.1079,421836.8778,502555.3353,554442.5077,606535.9595,518571.2907,488852.3345,449124.4766,394600.6118,400030.6325,366318.19,326195.42,370708.65,416771.55,489254.60,537148.28,596300.82,544702.99,505504.79,466842.50,408042.44,385680.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110047,高雄市,小港區,350913.98,315661.51,370708.72,367742.42,497979.85,528201.85,539144.33,534360.71,460873.59,451030.64,233679.92,137722.73,334154.831,304303.2076,382533.4684,388956.4263,512007.0977,577790.6452,543428.8023,515714.0804,449556.2419,457660.3743,363005.1228,378149.6299,331784.87,314669.11,363542.37,384285.92,498456.21,559768.14,534258.58,541701.80,464870.10,475715.14,375370.67,364584.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110050,高雄市,小港區,522622.85,482521.45,555407.51,556635.35,719265.08,738136.67,808076.52,802905.47,681540.94,655236.89,236077.12,87998.48,356135.3658,351951.9522,386418.4612,446033.9916,531008.0817,622823.6596,546850.2382,584678.9138,448141.4364,516686.3705,364048.6651,404156.3828,353609.51,363940.98,367234.49,440678.11,516954.31,603396.48,537622.28,614141.89,463407.10,537069.72,376449.76,389658.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110052,高雄市,小港區,165997.86,144085.01,176764.00,183569.71,224285.41,237798.01,226929.66,215229.68,202469.26,205373.39,113432.50,42567.52,142311.0474,120328.0294,158823.8534,163372.0773,203533.0793,223695.3896,207539.4858,183516.4218,179541.8469,186395.1647,162907.9601,164811.8975,141301.72,124426.93,150938.95,161410.34,198146.33,216717.86,204037.31,192764.13,185657.83,193748.48,168457.32,158899.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110055,高雄市,小港區,473960.23,423985.51,501877.00,505167.71,654679.13,698388.79,712706.08,704221.36,614812.20,598210.58,296857.21,96014.51,393416.5893,364710.4614,446677.6752,460172.5444,570140.5704,651595.5659,605979.9672,580977.7136,501757.8655,514919.0322,416340.1865,440904.483,390626.32,377134.10,424502.10,454646.89,555051.11,631270.93,595754.21,610254.18,518849.94,535232.66,430522.56,425088.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110073,高雄市,小港區,246810.05,227359.60,261074.93,285551.81,333571.33,351074.33,394250.45,369029.37,334661.97,307277.50,249154.84,131622.66,223784.4296,202896.6015,255140.7102,278885.002,338197.0545,354677.6002,383760.2157,342894.2109,313113.0458,305063.2328,252055.0104,262576.8962,222197.26,209808.15,242474.10,275536.21,329246.26,343614.46,377284.36,360173.24,323779.05,317098.02,260641.11,253157.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640110074,高雄市,小港區,124746.62,113966.30,128835.52,144235.85,174044.96,183860.42,209494.89,195778.00,174874.18,160469.15,126290.07,69523.52,124164.3739,111937.1786,139255.9114,151746.2872,191300.6431,202910.3505,224812.5443,196084.4093,174644.8598,164807.453,136184.1503,140263.1153,123283.75,115750.25,132342.47,149924.15,186237.64,196581.15,221018.89,205965.44,180594.03,171309.13,140823.18,135231.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640120008,高雄市,鳳山區,444629.16,399188.88,455446.15,490591.38,528769.65,649385.06,666284.67,640479.74,614996.94,496594.91,464688.64,204757.12,443870.8413,344759.1603,492593.3245,479136.8639,582774.8314,651378.6085,743740.6842,560814.4169,620898.9862,477546.725,530762.0459,436890.9999,440722.73,356503.17,468138.24,473383.49,567350.99,631060.74,731190.25,589074.82,642049.53,496386.01,548842.13,421218.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640120010,高雄市,鳳山區,1273721.10,1172133.58,1363669.53,1425814.43,1749000.07,1767775.74,1907023.42,1866011.86,1683533.24,1540293.08,516042.01,20451.73,893702.2372,889480.4143,1071676.372,1213302.742,1472645.958,1638726.691,1447609.714,1524017.173,1191539.545,1380947.902,965123.702,1020152.17,887363.74,919780.02,1018472.37,1198733.66,1433670.60,1587611.36,1423181.67,1600815.02,1232128.61,1435426.49,998000.05,983556.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640120014,高雄市,鳳山區,446563.41,407276.94,462240.93,497461.05,535414.64,664168.09,675733.58,632247.57,608747.86,497392.82,465960.60,229619.95,390788.6509,325754.1735,410164.0656,445392.1647,479805.4213,629903.5771,652049.2344,521563.4315,517699.8902,435763.6915,430812.6702,398955.7852,388017.02,336850.79,389801.23,440043.99,467106.79,610255.56,641046.07,547845.91,535335.02,452954.63,445488.04,384644.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640120017,高雄市,鳳山區,493774.86,451133.26,507038.87,550763.35,598741.27,713866.81,731232.59,715360.83,688880.23,554917.56,524072.70,215577.06,437084.2178,315241.4819,466760.8775,455080.986,585905.8373,586013.2041,713186.907,496896.3102,599515.7143,418242.1969,508153.7245,379746.7213,433984.24,325979.99,443588.26,449616.47,570399.13,567734.22,701152.06,521935.77,619937.85,434741.91,525463.67,366124.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640120020,高雄市,鳳山區,439420.70,400878.28,457892.35,488205.09,525867.63,657141.79,699895.67,686145.64,632993.17,522759.79,463760.90,115002.42,416241.1101,287020.6571,469635.0369,411112.7244,558242.062,593916.4531,725765.1822,498202.3468,609718.3962,401114.6221,493381.9848,355905.916,413288.96,296797.84,446319.73,406176.17,543467.51,575390.95,713518.08,523307.62,630488.08,416938.65,510188.74,343138.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640120024,高雄市,鳳山區,316939.22,288035.71,332885.21,356739.62,388211.85,460140.71,473546.61,459231.18,422096.40,370555.66,312915.63,37415.49,260189.4587,199013.8355,293317.7097,262564.3369,344952.444,356964.0596,429447.5681,307460.6109,356407.2261,262271.6373,298409.2612,219147.4506,258344.09,205793.12,278755.78,259411.52,335822.86,345829.60,422200.75,322954.08,368548.02,272618.29,308574.39,211286.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640080061,高雄市,苓雅區,577757.78,539136.84,612138.63,673517.39,739233.67,835382.52,892783.40,829681.92,783771.88,682021.76,602429.71,188700.29,507739.836,427630.4892,567911.2049,589682.7758,689347.9685,757903.2047,849404.3821,705917.3314,697030.3673,610517.788,556893.6198,528601.873,504138.74,442197.46,539716.92,582601.99,671103.54,734262.61,835070.90,741489.72,720774.28,634602.80,575863.86,509639.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640080065,高雄市,苓雅區,402214.02,370010.44,412972.71,473403.67,535446.62,590449.77,660087.74,610368.27,554581.68,496268.71,409301.47,214341.85,402438.305,354682.3335,432392.7202,471343.5838,559242.1916,626931.8838,690071.9479,591724.8947,543407.9992,500090.5576,431646.3223,455180.8495,399584.05,366764.37,410926.33,465683.79,544441.17,607376.56,678427.16,621542.93,561918.86,519819.20,446350.09,438852.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640080068,高雄市,苓雅區,996321.15,944666.30,1079598.83,1209976.78,1313701.86,1525778.33,1619635.37,1518838.78,1428590.10,1252011.42,1126027.20,262039.96,886140.9092,736905.5245,998152.2436,1027191.771,1232822.52,1301694.251,1473785.168,1208781.691,1252848.493,1070824.379,1057983.461,933623.8362,879856.04,762007.76,948598.39,1014857.47,1200194.38,1261091.67,1448915.42,1269694.28,1295526.01,1113068.55,1094023.02,900132.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640080070,高雄市,苓雅區,783462.52,730232.04,834245.13,930504.13,1028386.94,1171528.40,1249549.73,1151244.46,1083618.75,945117.92,833422.57,268209.50,661822.5931,553535.3667,742570.7084,759233.839,899832.0136,967753.7546,1094507.332,897311.3477,885003.5364,779055.2611,726459.5116,678457.9503,657128.68,572391.21,705705.35,750117.12,876016.87,937567.48,1076037.80,942528.41,915150.64,809789.10,751205.91,654120.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640080071,高雄市,苓雅區,84547.73,75493.15,82088.96,90852.54,105672.79,116069.58,130848.75,122175.80,111329.29,101535.34,84290.50,54421.00,83478.26154,72049.24653,86522.63707,93702.51999,112065.3656,120825.1918,133589.3563,116247.2606,105059.7732,99187.76867,84619.72102,90857.68732,82886.20,74503.56,82227.17,92577.36,109099.42,117056.40,131335.07,122105.16,108638.57,103100.74,87502.24,87598.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090002,高雄市,前鎮區,826782.50,761281.19,904295.25,1003906.85,1167675.83,1224669.11,1349520.45,1275686.53,1165642.64,1074787.60,876892.72,464640.04,649840.3905,575201.9188,741882.1232,813562.4454,975421.4701,1040087.857,1132324.893,1009673.144,918603.0496,901370.2382,737195.0713,767682.2233,645231.46,594795.82,705050.95,803793.36,949605.76,1007645.33,1113217.20,1060552.31,949894.70,936929.42,762307.17,740143.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090008,高雄市,前鎮區,349673.88,320372.88,368927.21,413623.54,496828.88,530690.35,592805.29,547425.56,490802.02,441580.76,348289.20,180521.37,314288.2895,280523.6342,349778.0463,386013.4173,469688.7001,506799.2028,561553.8682,498618.125,448193.9283,434447.3513,345433.4897,362671.6278,312059.23,290079.50,332413.11,381378.25,457257.82,490991.07,552077.79,523744.35,463461.38,451586.36,357200.47,349661.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090012,高雄市,前鎮區,108324.74,97881.64,108490.73,124087.35,140364.33,154920.76,173051.97,159260.69,144163.42,129330.86,107314.32,55833.92,97617.28118,83466.20484,101968.0959,109316.8738,129525.3759,143219.487,158869.96,137245.6934,127700.2202,116438.8799,99889.96936,105753.5362,96924.94,86309.43,96905.83,108004.22,126097.33,138752.17,156189.07,144161.74,132050.25,121032.41,103292.66,101959.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090015,高雄市,前鎮區,334751.24,309929.81,345723.29,392600.99,441152.27,491838.79,552696.15,512951.64,468340.63,417639.51,343833.14,173510.94,312349.7103,274155.1429,342603.8175,375010.9621,447660.3429,501320.0567,558984.7754,478372.716,444382.0767,401608.845,341519.0236,352350.8577,310134.40,283494.07,325595.05,370507.91,435812.47,485682.83,549552.05,502478.74,459519.68,417452.37,353152.66,339711.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090017,高雄市,前鎮區,313326.84,288381.84,321491.69,359984.06,395209.87,448789.50,494206.23,456473.98,420292.97,379810.89,327080.95,121917.26,290846.3095,251997.983,313684.5326,340468.706,398201.0016,445533.9611,489188.2061,420053.1397,399127.4962,361538.8614,320032.0734,316928.6919,288783.51,260582.14,298111.48,336380.43,387662.13,431636.82,480933.28,441220.34,412723.53,375801.62,330933.77,305559.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090019,高雄市,前鎮區,988048.63,918041.46,1080533.76,1147825.23,1297814.96,1330833.60,1460174.89,1396571.12,1292785.35,1223171.30,1057402.39,608827.28,878034.6765,785809.1427,980659.2644,1051393.571,1245358.85,1292111.742,1364290.056,1215651.338,1099998.998,1101085.311,956164.5404,977872.7584,871807.30,812577.25,931973.86,1038768.66,1212398.92,1251808.06,1341268.01,1276910.10,1137469.79,1144523.28,988735.70,942794.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090020,高雄市,前鎮區,174886.41,160802.13,182471.88,202177.78,216891.07,241549.71,267052.66,255458.05,239688.74,219937.46,187833.65,67244.65,144208.6057,118745.6327,156223.7181,163997.0518,200051.9572,203212.3092,231283.3271,192422.1756,187522.4428,171509.7369,156055.3307,153488.366,143185.82,122790.63,148467.90,162027.81,194757.34,196873.69,227380.48,202118.66,193910.28,178275.82,161371.26,147982.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090024,高雄市,前鎮區,424863.82,395741.55,443602.28,497183.41,556811.97,619008.00,677778.90,630858.98,578911.14,522688.36,433820.19,207104.82,379180.5919,337314.943,422604.0036,459354.0662,540719.6604,600253.4472,656182.787,564817.7329,532393.1919,486188.7653,423317.2472,430794.2244,376491.29,348805.37,401623.58,453838.24,526408.86,581530.28,645109.87,593279.87,550528.84,505368.98,437737.29,415340.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090026,高雄市,前鎮區,16173.14,14888.24,16963.00,19054.97,22417.22,24370.67,27298.00,25352.82,22984.75,20593.33,16669.50,10173.50,14780.9827,13451.79291,16698.0442,18469.85207,22437.47494,24180.23229,26725.63832,23159.78842,20822.15601,19272.6897,15876.40982,16432.62668,14676.15,13910.02,15869.06,18248.07,21843.64,23426.00,26274.65,24326.85,21531.45,20033.00,16417.23,15843.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090031,高雄市,前鎮區,475496.88,431198.71,485551.10,538207.05,628910.11,685747.59,767385.13,712856.95,645826.41,585289.90,480144.76,333499.35,464417.0432,406240.1964,496330.867,534465.3972,637687.9948,694089.8107,771107.4717,674610.8679,613279.0062,581534.0889,494806.5092,515719.5438,461123.21,420078.52,471690.23,528047.65,620810.81,672439.69,758095.23,708605.67,634169.98,604475.69,511661.79,497219.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090033,高雄市,前鎮區,770112.94,718967.41,832694.77,899203.84,1048382.79,1093051.97,1238077.97,1203935.29,1142438.96,1048880.46,859017.34,445086.32,639726.5591,562592.7717,693947.4376,772345.3796,922855.9499,992522.3595,1083902.996,956570.3639,855498.7296,847742.9136,701677.312,744637.1839,635189.36,581757.15,659496.01,763071.22,898431.45,961563.50,1065612.41,1004773.59,884640.77,881186.49,725579.52,717925.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090044,高雄市,前鎮區,188576.24,170864.20,200328.45,209608.83,248371.92,290687.22,296176.39,291347.58,256879.72,230208.91,166961.32,84057.26,182749.9263,154696.2181,205326.5995,210527.5907,258798.5674,302163.4845,300698.9175,264844.3954,245432.0476,226375.3412,201562.1391,184439.8479,181453.79,159965.85,195133.04,207999.62,251949.15,292738.37,295624.70,278190.36,253792.54,235305.88,208428.23,177823.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090045,高雄市,前鎮區,482249.55,448194.62,525620.06,573693.52,669694.52,731035.96,792623.75,750332.42,691819.68,638331.70,513692.11,305040.88,403002.5871,354822.6342,449684.9743,476945.5511,578719.6049,615444.8696,670487.1495,583581.1138,545500.9153,512874.2781,453863.7203,447179.8863,400144.33,366909.45,427360.10,471218.49,563403.09,596247.85,659172.85,612988.77,564083.07,533107.24,469324.31,431138.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A640090046,高雄市,前鎮區,33137.62,29889.50,33014.68,36263.16,41892.57,46337.42,52448.50,48419.41,43654.77,39332.59,32113.54,21880.17,31579.21253,27513.954,33243.85045,36437.00787,43966.06514,48292.28801,54052.492,46400.03255,41266.71463,38493.77519,32181.50668,34291.22633,31355.24,28451.20,31593.44,35999.48,42802.45,46785.95,53140.37,48738.21,42672.44,40012.36,33277.75,33061.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
